awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,img_online_path,img_local_path,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1909,Chemistry,Wilhelm Ostwald,male,1853-09-02,"Leipzig University, Leipzig, Germany",Riga,Latvia,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1909,http://masterdataapi.nobelprize.org/2/laureate/168,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Ostwald.jpg/220px-Ostwald.jpg,faces/Q12658.jpg,56,Germany,Europe,Latvia,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1909,Peace,Auguste Beernaert,male,1829-07-26,,Ostend,Belgium,for their prominent position in the international movement for peace and arbitration,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1909,http://masterdataapi.nobelprize.org/2/laureate/475,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Auguste_Beernaert%2803%29.jpg/220px-Auguste_Beernaert%2803%29.jpg,faces/Q202049.jpg,80,,,Europe,0.0,0.0,0.0,0.0,50.67,4.86,48.55,5.72
1909,Physics,Ferdinand Braun,male,1850-06-06,"Strasbourg University, Strasbourg, Germany (now France)",Fulda,Germany,in recognition of their contributions to the development of wireless telegraphy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1909,http://masterdataapi.nobelprize.org/2/laureate/14,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ferdinand_Braun.jpg/220px-Ferdinand_Braun.jpg,faces/Q57077.jpg,59,France,Europe,Europe,46.97,2.7,48.55,5.72,51.42,10.6,48.55,5.72
1909,Physics,Guglielmo Marconi,male,1874-04-25,"Marconi Wireless Telegraph Co. Ltd., London, United Kingdom",Bologna,Italy,in recognition of their contributions to the development of wireless telegraphy,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1909,http://masterdataapi.nobelprize.org/2/laureate/13,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Guglielmo_Marconi.jpg/220px-Guglielmo_Marconi.jpg,faces/Q36488.jpg,35,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,42.41,12.74,48.55,5.72
1909,Literature,Selma Lagerlöf,female,1858-11-20,,Mårbacka,Sweden,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1909,http://masterdataapi.nobelprize.org/2/laureate/579,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Selma_Lagerl%C3%B6f.jpg/220px-Selma_Lagerl%C3%B6f.jpg,faces/Q44519.jpg,51,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1910,Physics,Johannes Diderik van der Waals,male,1837-11-23,"Amsterdam University, Amsterdam, the Netherlands",Leiden,the Netherlands,for his work on the equation of state for gases and liquids,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1910,http://masterdataapi.nobelprize.org/2/laureate/15,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Van_der_Waals.jpg/220px-Van_der_Waals.jpg,faces/Q131721.jpg,73,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1910,Chemistry,Otto Wallach,male,1847-03-27,"Goettingen University, Göttingen, Germany",Kaliningrad,Russia,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1910,http://masterdataapi.nobelprize.org/2/laureate/169,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Otto_Wallach_1910.jpg/220px-Otto_Wallach_1910.jpg,faces/Q57127.jpg,63,Germany,Europe,Russia,51.42,10.6,48.55,5.72,61.1,81.38,61.1,81.38
1910,Medicine,Albrecht Kossel,male,1853-09-16,"University of Heidelberg, Heidelberg, Germany",Rostock,Germany,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1910,http://masterdataapi.nobelprize.org/2/laureate/304,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Albrecht_Kossel_nobel.jpg/220px-Albrecht_Kossel_nobel.jpg,faces/Q57128.jpg,57,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1910,Literature,Paul Heyse,male,1830-03-15,,Berlin,Germany,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1910,http://masterdataapi.nobelprize.org/2/laureate/580,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Portr%C3%A4t_des_Paul_Heyse_%281853%29_-_Adolf_Friedrich_Erdmann_von_Menzel_%28Museum_Georg_Sch%C3%A4fer%29.jpg/220px-Portr%C3%A4t_des_Paul_Heyse_%281853%29_-_Adolf_Friedrich_Erdmann_von_Menzel_%28Museum_Georg_Sch%C3%A4fer%29.jpg,faces/Q76487.jpg,80,,,Europe,0.0,0.0,0.0,0.0,51.42,10.6,48.55,5.72
1911,Peace,Tobias Asser,male,1838-04-28,,Amsterdam,the Netherlands,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,http://masterdataapi.nobelprize.org/2/laureate/478,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/TMCasser.jpg/220px-TMCasser.jpg,faces/Q216872.jpg,73,,,Europe,0.0,0.0,0.0,0.0,52.52,5.74,48.55,5.72
1911,Physics,Wilhelm Wien,male,1864-01-13,"Würzburg University, Würzburg, Germany",Parusnoye,Russia,for his discoveries regarding the laws governing the radiation of heat,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1911,http://masterdataapi.nobelprize.org/2/laureate/16,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Wien2.jpg/220px-Wien2.jpg,faces/Q57068.jpg,47,Germany,Europe,Russia,51.42,10.6,48.55,5.72,61.1,81.38,61.1,81.38
1911,Literature,Maurice Maeterlinck,male,1862-08-29,,Ghent,Belgium,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1911,http://masterdataapi.nobelprize.org/2/laureate/581,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Picture_of_Maurice_Maeterlinck.jpg/220px-Picture_of_Maurice_Maeterlinck.jpg,faces/Q49747.jpg,49,,,Europe,0.0,0.0,0.0,0.0,50.67,4.86,48.55,5.72
1911,Chemistry,Marie Curie,female,1867-11-07,"Sorbonne University, Paris, France",Warsaw,Poland,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1911,http://masterdataapi.nobelprize.org/2/laureate/6,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,44,France,Europe,Poland,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
1911,Peace,Alfred Fried,male,1864-11-11,,Vienna,Austria,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,http://masterdataapi.nobelprize.org/2/laureate/479,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Alfred_Hermann_Fried_nobel.jpg/220px-Alfred_Hermann_Fried_nobel.jpg,faces/Q78488.jpg,47,,,Europe,0.0,0.0,0.0,0.0,47.35,14.47,48.55,5.72
1911,Medicine,Allvar Gullstrand,male,1862-06-05,"Uppsala University, Uppsala, Sweden",Landskrona,Sweden,for his work on the dioptrics of the eye,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1911,http://masterdataapi.nobelprize.org/2/laureate/305,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Allvar_Gullstrand_02.jpg/220px-Allvar_Gullstrand_02.jpg,faces/Q192651.jpg,49,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1912,Chemistry,Victor Grignard,male,1871-05-06,"Nancy University, Nancy, France",Cherbourg,France,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1912,http://masterdataapi.nobelprize.org/2/laureate/172,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Viktor-grignard_%28cropped%29.jpg/220px-Viktor-grignard_%28cropped%29.jpg,faces/Q104582.jpg,41,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1912,Physics,Gustaf Dalén,male,1869-11-30,"Swedish Gas-Accumulator Co., Lidingö, Stockholm, Sweden",Stenstorp,Sweden,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1912,http://masterdataapi.nobelprize.org/2/laureate/17,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Nils_Gustaf_Dal%C3%A9n.jpg/220px-Nils_Gustaf_Dal%C3%A9n.jpg,faces/Q160518.jpg,43,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1912,Literature,Gerhart Hauptmann,male,1862-11-15,,Bad Salzbrunn,Poland,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1912,http://masterdataapi.nobelprize.org/2/laureate/582,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Gerhart_Hauptmann_nobel.jpg/220px-Gerhart_Hauptmann_nobel.jpg,faces/Q43523.jpg,50,,,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Peace,Elihu Root,male,1845-02-15,,"Clinton, NY",USA,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1912,http://masterdataapi.nobelprize.org/2/laureate/480,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Elihu_Root%2C_bw_photo_portrait%2C_1902_%283x4a%29.jpg/220px-Elihu_Root%2C_bw_photo_portrait%2C_1902_%283x4a%29.jpg,faces/Q220619.jpg,67,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1912,Medicine,Alexis Carrel,male,1873-06-28,"Rockefeller Institute for Medical Research, New York, NY, USA",Sainte-Foy-lès-Lyon,France,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1912,http://masterdataapi.nobelprize.org/2/laureate/306,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Alexis_Carrel_02.jpg/220px-Alexis_Carrel_02.jpg,faces/Q185777.jpg,39,USA,North America,Europe,38.51,-100.3,38.51,-100.3,46.97,2.7,48.55,5.72
1912,Chemistry,Paul Sabatier,male,1854-11-05,"Toulouse University, Toulouse, France",Carcassonne,France,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1912,http://masterdataapi.nobelprize.org/2/laureate/173,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Paul_Sabatier.jpg/220px-Paul_Sabatier.jpg,faces/Q104575.jpg,58,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1913,Literature,Rabindranath Tagore,male,1861-05-07,,Calcutta,India,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1913,http://masterdataapi.nobelprize.org/2/laureate/583,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Rabindranath_Tagore_in_1909.jpg/220px-Rabindranath_Tagore_in_1909.jpg,faces/Q7241.jpg,52,,,India,0.0,0.0,0.0,0.0,20.6,78.66,20.6,78.66
1913,Peace,Henri La Fontaine,male,1854-04-22,,Brussels,Belgium,for his unparalleled contribution to the organization of peaceful internationalism,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1913,http://masterdataapi.nobelprize.org/2/laureate/481,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/HenriLaFontaine.jpg/220px-HenriLaFontaine.jpg,faces/Q190894.jpg,59,,,Europe,0.0,0.0,0.0,0.0,50.67,4.86,48.55,5.72
1913,Medicine,Charles Richet,male,1850-08-26,"Sorbonne University, Paris, France",Paris,France,in recognition of his work on anaphylaxis,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1913,http://masterdataapi.nobelprize.org/2/laureate/307,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Charles_Robert_Richet_nobel.jpg/220px-Charles_Robert_Richet_nobel.jpg,faces/Q214851.jpg,63,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1913,Chemistry,Alfred Werner,male,1866-12-12,"University of Zurich, Zurich, Switzerland",Mulhouse,France,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1913,http://masterdataapi.nobelprize.org/2/laureate/174,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Alfred_Werner.jpg/220px-Alfred_Werner.jpg,faces/Q123014.jpg,47,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,46.97,2.7,48.55,5.72
1913,Physics,Heike Kamerlingh Onnes,male,1853-09-21,"Leiden University, Leiden, the Netherlands",Groningen,the Netherlands,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1913,http://masterdataapi.nobelprize.org/2/laureate/18,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Kamerlingh_portret.jpg/220px-Kamerlingh_portret.jpg,faces/Q62891.jpg,60,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1914,Physics,Max von Laue,male,1879-10-09,"Frankfurt-on-the-Main University, Frankfurt-on-the-Main, Germany",Pfaffendorf,Germany,for his discovery of the diffraction of X-rays by crystals,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1914,http://masterdataapi.nobelprize.org/2/laureate/19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Bundesarchiv_Bild_183-U0205-502%2C_Max_von_Laue.jpg/220px-Bundesarchiv_Bild_183-U0205-502%2C_Max_von_Laue.jpg,faces/Q57067.jpg,35,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1914,Chemistry,Theodore W. Richards,male,1868-01-31,"Harvard University, Cambridge, MA, USA","Germantown, PA",USA,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1914,http://masterdataapi.nobelprize.org/2/laureate/175,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Theodore_william_richards.jpg/220px-Theodore_william_richards.jpg,faces/Q189465.jpg,46,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
1914,Medicine,Robert Bárány,male,1876-04-22,"Vienna University, Vienna, Austria",Vienna,Austria,for his work on the physiology and pathology of the vestibular apparatus,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1914,http://masterdataapi.nobelprize.org/2/laureate/308,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Robert_Barany.jpg/220px-Robert_Barany.jpg,faces/Q78478.jpg,38,Austria,Europe,Europe,47.35,14.47,48.55,5.72,47.35,14.47,48.55,5.72
1915,Chemistry,Richard Willstätter,male,1872-08-13,"Munich University, Munich, Germany",Karlsruhe,Germany,"for his researches on plant pigments, especially chlorophyll",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1915,http://masterdataapi.nobelprize.org/2/laureate/176,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Richard_Willst%C3%A4tter.jpg/220px-Richard_Willst%C3%A4tter.jpg,faces/Q77072.jpg,43,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1915,Literature,Romain Rolland,male,1866-01-29,,Clamecy,France,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1915,http://masterdataapi.nobelprize.org/2/laureate/584,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Romain_Rolland_1915.jpg/220px-Romain_Rolland_1915.jpg,faces/Q47162.jpg,49,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1915,Physics,William Bragg,male,1862-07-02,"University College, London, United Kingdom",Wigton,United Kingdom,for their services in the analysis of crystal structure by means of X-rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,http://masterdataapi.nobelprize.org/2/laureate/20,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Wh-bragg.jpg/220px-Wh-bragg.jpg,faces/Q133747.jpg,53,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1915,Physics,Lawrence Bragg,male,1890-03-31,"Victoria University, Manchester, United Kingdom",Adelaide,Australia,for their services in the analysis of crystal structure by means of X-rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,http://masterdataapi.nobelprize.org/2/laureate/21,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wl-bragg.jpg/220px-Wl-bragg.jpg,faces/Q131729.jpg,25,United Kingdom,Europe,Australia,52.94,-1.23,48.55,5.72,-26.32,134.63,-26.32,134.63
1916,Literature,Verner von Heidenstam,male,1859-07-06,,Olshammar,Sweden,in recognition of his significance as the leading representative of a new era in our literature,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1916,http://masterdataapi.nobelprize.org/2/laureate/585,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Johan_Krouth%C3%A9n_-_Portr%C3%A4tt_av_Verner_von_Heidenstam.jpg/220px-Johan_Krouth%C3%A9n_-_Portr%C3%A4tt_av_Verner_von_Heidenstam.jpg,faces/Q129173.jpg,57,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
